mll12,mll13,mll23,ptll12,ptll13,ptll23,met_et,mtw1,mtw2,mtw3,lep1_pt,lep1_eta,lep1_E,lep1_phi,lep1_ch,lep1_ID,lep2_pt,lep2_eta,lep2_E,lep2_phi,lep2_ch,lep2_ID,lep3_pt,lep3_eta,lep3_E,lep3_phi,lep3_ch,lep3_ID,weight
84.2128,86.3355,27.3552,37.9134,47.6386,40.2866,18.0309,66.4876,7.88165,12.5969,61.3257,2.29474,307.322,1.19316,1,11,25.6062,1.52697,61.7293,-1.6263,1,13,20.6501,0.876619,29.1058,-2.6602,-1,11,2353.74
79.4402,88.0981,51.7232,73.4731,52.8122,32.2108,1.63082,15.2517,0.818817,10.6394,69.1917,-0.0227624,69.2096,-0.661956,-1,11,35.9739,-0.528085,41.1077,-2.37045,1,11,22.233,-1.15498,38.7859,1.8533,-1,13,2337.04
18.4786,71.9262,45.0184,89.758,63.3878,44.4675,25.052,78.2364,54.3659,36.8326,61.681,0.781523,81.4961,1.1442,1,11,29.8773,0.691203,37.3031,0.72017,-1,11,25.6239,1.74076,75.2963,-0.567239,-1,11,2243.6
72.5988,57.8906,14.4828,91.8656,72.9577,71.7222,16.0393,48.5224,21.5116,11.2002,59.4852,-1.06591,96.6006,-0.390524,-1,11,44.172,-2.08368,180.188,-1.36539,1,11,28.3266,-1.80504,88.4455,-1.66566,1,11,4.71278
64.4904,86.6488,79.5152,22.8256,41.872,29.5727,16.1489,35.3308,19.321,40.511,37.7668,0.805105,50.6825,-1.67355,1,11,30.6303,0.76507,40.0407,0.819261,-1,11,25.6495,-1.17885,45.6339,2.86717,-1,11,0
67.868,54.5259,19.0537,23.2421,39.6458,40.3544,20.9977,52.1246,27.3436,36.6705,46.8637,1.32534,94.4111,-1.27197,-1,11,24.0242,0.998748,37.036,1.9981,1,11,20.4113,1.1847,36.4907,2.86503,-1,11,892.41
69.0339,91.4365,29.3424,32.3597,30.6089,43.805,14.7419,36.5547,34.2206,28.885,48.5545,-1.11767,82.1727,-0.946003,1,11,24.1767,-0.46203,26.8037,1.56403,1,13,20.0364,0.764648,26.185,1.8372,-1,11,1557.29
100.912,54.2166,61.9456,36.0714,36.272,30.3681,15.4796,47.5567,30.9966,14.3037,38.0867,0.612365,45.4537,3.11719,1,11,36.9289,2.40372,205.965,-1.02722,-1,11,23.4418,1.32238,47.1047,1.15301,1,13,1035.04
91.6509,111.128,87.5382,51.0227,53.687,40.8274,14.4382,21.248,50.6129,27.7536,58.0302,1.1562,101.336,2.11343,1,11,45.0858,0.782176,59.5952,-0.02129,-1,11,37.8544,-0.354027,40.2515,-2.14714,1,11,1145.56
91.0741,71.0572,43.766,35.188,70.5419,45.0303,5.49253,13.3953,26.0547,20.8974,64.9549,-1.0791,106.589,0.0593739,1,11,32.3941,-1.24185,60.7528,-2.79034,-1,11,24.4648,-2.15632,107.095,-1.46153,-1,13,1205.98
94.8269,73.0464,49.7688,42.4544,48.0041,46.5018,13.7665,56.9252,24.0452,11.7236,59.9576,-1.61334,156.452,2.17737,-1,11,41.1289,-1.1346,70.5666,-1.75057,1,11,26.6869,-1.32611,53.7988,-0.0696034,-1,11,1234.61
74.4036,18.5036,48.2155,52.4546,65.6731,53.4054,13.7607,32.6466,10.6315,16.3904,44.4354,-1.0997,74.1235,-1.81054,1,11,44.2668,-1.5574,109.718,0.0655812,-1,11,23.0065,-0.777676,30.3212,-1.3259,-1,11,3.00409
81.9442,83.5008,21.6088,54.9389,54.8901,41.393,16.1788,2.74522,38.3274,36.6499,74.6901,2.25269,359.2,-3.04664,-1,11,23.6875,2.07664,95.9698,-0.395444,1,11,21.8297,1.62254,57.4488,0.463273,1,13,699.808
122.845,87.9074,92.7995,48.0841,97.2157,37.0286,59.9348,140.797,0.109511,77.0106,85.2624,-0.0676072,85.4573,2.33972,-1,11,41.9628,0.50758,47.4856,-1.15325,-1,13,32.3906,-1.11781,54.8233,0.97535,1,11,1651.93
113.319,219.331,123.799,361.453,254.587,51.9866,13.1409,0.476619,15.3495,44.1417,291.465,-0.359195,310.471,-0.593414,1,11,77.367,0.208034,79.0472,-1.08729,-1,11,37.2511,-1.01674,58.2226,2.68041,-1,11,1361.06
83.5794,128.541,53.1887,15.6812,42.2126,27.7779,16.9718,45.6581,9.23268,35.8274,36.5865,1.21125,66.871,-2.1654,-1,11,26.3338,-0.438255,28.9035,0.591571,1,11,22.03,-1.80421,68.7315,2.52094,1,13,1939.32
90.3967,85.807,56.1213,53.5891,43.7638,47.7436,32.378,88.7878,43.834,14.6826,61.8302,0.479299,69.0693,0.335838,1,11,42.1661,0.774038,55.441,2.45747,-1,11,30.6241,1.09077,50.7216,-2.08514,-1,11,1908.97
85.969,66.1348,50.4825,32.597,45.3737,43.9368,17.8602,57.4783,1.83868,33.6918,52.9581,-0.137845,53.462,2.55342,-1,11,38.0354,-0.430214,41.6099,-1.24568,1,11,26.8151,0.0818561,26.905,0.440732,1,11,-2127.32
93.0372,71.0566,24.8463,29.1391,19.4154,42.4465,19.3164,43.4222,36.5462,28.077,41.4255,-0.953335,61.7199,-0.359616,-1,11,22.5296,1.08416,37.1191,2.03892,1,11,22.2334,0.202441,22.6906,2.68518,-1,11,-1256.43
91.2399,72.2825,60.2655,52.7365,44.6403,38.3703,30.7802,83.6881,44.9581,1.23345,61.0433,0.694098,76.3477,-1.75058,1,11,32.8648,1.71668,94.4157,2.43271,-1,11,21.4109,0.135317,21.6073,0.814827,1,11,1021.46
12.2925,71.4325,48.8333,79.9587,36.6533,12.3963,63.6961,102.696,67.4291,21.521,55.7269,-2.11614,234.598,-1.59486,1,11,24.2337,-1.78349,74.1388,-1.60949,1,11,23.9553,-2.38464,131.123,2.05231,-1,11,-1946.09
96.1849,112.65,39.0624,43.7235,51.1881,53.8579,24.0255,84.208,6.3376,6.10884,74.043,-0.408123,80.2956,-0.957053,1,11,30.6705,-0.113636,30.8687,2.06846,-1,11,23.1918,1.24407,43.5764,2.04294,-1,13,1269.8
82.5639,185.797,106.644,100.235,75.9991,39.145,33.2707,105.348,59.9518,18.324,96.8757,1.57698,244.463,1.60907,-1,11,32.8686,1.67432,90.7602,-0.0274533,1,11,20.9172,-1.12919,35.7313,-1.58774,1,11,-1278.55
95.1287,97.0566,86.2392,67.8202,51.7806,59.0619,19.6406,54.1966,4.90918,16.9578,68.7455,-0.906906,99.0079,0.128249,1,11,34.0212,-2.00063,128.073,1.97707,-1,11,27.3895,0.258333,28.3086,2.53536,1,11,2130.06
71.6502,58.0761,22.2444,16.0443,27.4229,46.9382,14.715,40.4113,29.876,11.5061,42.3535,-2.00306,159.812,1.267,-1,11,30.634,-1.78142,93.5362,-1.5692,1,11,21.2802,-1.71443,61.0059,-2.46777,-1,11,1987.88
92.5197,87.7193,21.5942,48.2588,49.9185,52.794,27.911,90.1705,14.0831,0.0384881,72.8564,0.575109,85.2408,1.28425,1,11,31.3415,0.457559,34.68,-1.33656,-1,11,22.9668,-0.18148,23.3463,-1.81581,-1,13,2291.01
88.9119,75.7937,38.3259,29.8731,59.9805,38.1529,18.264,66.0373,1.60065,24.7418,59.7023,0.812646,80.5249,2.95354,1,11,29.885,0.166241,30.2989,-0.23125,-1,11,20.5172,-0.605945,24.4005,1.22384,1,11,2086.43
